"qaa","","","Reserved for local use","réservée à l'usage local"
"qab","","","Reserved for local use","réservée à l'usage local"
"qac","","","Reserved for local use","réservée à l'usage local"
"qad","","","Reserved for local use","réservée à l'usage local"
"qae","","","Reserved for local use","réservée à l'usage local"
"qaf","","","Reserved for local use","réservée à l'usage local"
"qag","","","Reserved for local use","réservée à l'usage local"
"qah","","","Reserved for local use","réservée à l'usage local"
"qai","","","Reserved for local use","réservée à l'usage local"
"qaj","","","Reserved for local use","réservée à l'usage local"
"qak","","","Reserved for local use","réservée à l'usage local"
"qal","","","Reserved for local use","réservée à l'usage local"
"qam","","","Reserved for local use","réservée à l'usage local"
"qan","","","Reserved for local use","réservée à l'usage local"
"qao","","","Reserved for local use","réservée à l'usage local"
"qap","","","Reserved for local use","réservée à l'usage local"
"qaq","","","Reserved for local use","réservée à l'usage local"
"qar","","","Reserved for local use","réservée à l'usage local"
"qas","","","Reserved for local use","réservée à l'usage local"
"qat","","","Reserved for local use","réservée à l'usage local"
"qau","","","Reserved for local use","réservée à l'usage local"
"qav","","","Reserved for local use","réservée à l'usage local"
"qaw","","","Reserved for local use","réservée à l'usage local"
"qax","","","Reserved for local use","réservée à l'usage local"
"qay","","","Reserved for local use","réservée à l'usage local"
"qaz","","","Reserved for local use","réservée à l'usage local"
"qba","","","Reserved for local use","réservée à l'usage local"
"qbb","","","Reserved for local use","réservée à l'usage local"
"qbc","","","Reserved for local use","réservée à l'usage local"
"qbd","","","Reserved for local use","réservée à l'usage local"
"qbe","","","Reserved for local use","réservée à l'usage local"
"qbf","","","Reserved for local use","réservée à l'usage local"
"qbg","","","Reserved for local use","réservée à l'usage local"
"qbh","","","Reserved for local use","réservée à l'usage local"
"qbi","","","Reserved for local use","réservée à l'usage local"
"qbj","","","Reserved for local use","réservée à l'usage local"
"qbk","","","Reserved for local use","réservée à l'usage local"
"qbl","","","Reserved for local use","réservée à l'usage local"
"qbm","","","Reserved for local use","réservée à l'usage local"
"qbn","","","Reserved for local use","réservée à l'usage local"
"qbo","","","Reserved for local use","réservée à l'usage local"
"qbp","","","Reserved for local use","réservée à l'usage local"
"qbq","","","Reserved for local use","réservée à l'usage local"
"qbr","","","Reserved for local use","réservée à l'usage local"
"qbs","","","Reserved for local use","réservée à l'usage local"
"qbt","","","Reserved for local use","réservée à l'usage local"
"qbu","","","Reserved for local use","réservée à l'usage local"
"qbv","","","Reserved for local use","réservée à l'usage local"
"qbw","","","Reserved for local use","réservée à l'usage local"
"qbx","","","Reserved for local use","réservée à l'usage local"
"qby","","","Reserved for local use","réservée à l'usage local"
"qbz","","","Reserved for local use","réservée à l'usage local"
"qca","","","Reserved for local use","réservée à l'usage local"
"qcb","","","Reserved for local use","réservée à l'usage local"
"qcc","","","Reserved for local use","réservée à l'usage local"
"qcd","","","Reserved for local use","réservée à l'usage local"
"qce","","","Reserved for local use","réservée à l'usage local"
"qcf","","","Reserved for local use","réservée à l'usage local"
"qcg","","","Reserved for local use","réservée à l'usage local"
"qch","","","Reserved for local use","réservée à l'usage local"
"qci","","","Reserved for local use","réservée à l'usage local"
"qcj","","","Reserved for local use","réservée à l'usage local"
"qck","","","Reserved for local use","réservée à l'usage local"
"qcl","","","Reserved for local use","réservée à l'usage local"
"qcm","","","Reserved for local use","réservée à l'usage local"
"qcn","","","Reserved for local use","réservée à l'usage local"
"qco","","","Reserved for local use","réservée à l'usage local"
"qcp","","","Reserved for local use","réservée à l'usage local"
"qcq","","","Reserved for local use","réservée à l'usage local"
"qcr","","","Reserved for local use","réservée à l'usage local"
"qcs","","","Reserved for local use","réservée à l'usage local"
"qct","","","Reserved for local use","réservée à l'usage local"
"qcu","","","Reserved for local use","réservée à l'usage local"
"qcv","","","Reserved for local use","réservée à l'usage local"
"qcw","","","Reserved for local use","réservée à l'usage local"
"qcx","","","Reserved for local use","réservée à l'usage local"
"qcy","","","Reserved for local use","réservée à l'usage local"
"qcz","","","Reserved for local use","réservée à l'usage local"
"qda","","","Reserved for local use","réservée à l'usage local"
"qdb","","","Reserved for local use","réservée à l'usage local"
"qdc","","","Reserved for local use","réservée à l'usage local"
"qdd","","","Reserved for local use","réservée à l'usage local"
"qde","","","Reserved for local use","réservée à l'usage local"
"qdf","","","Reserved for local use","réservée à l'usage local"
"qdg","","","Reserved for local use","réservée à l'usage local"
"qdh","","","Reserved for local use","réservée à l'usage local"
"qdi","","","Reserved for local use","réservée à l'usage local"
"qdj","","","Reserved for local use","réservée à l'usage local"
"qdk","","","Reserved for local use","réservée à l'usage local"
"qdl","","","Reserved for local use","réservée à l'usage local"
"qdm","","","Reserved for local use","réservée à l'usage local"
"qdn","","","Reserved for local use","réservée à l'usage local"
"qdo","","","Reserved for local use","réservée à l'usage local"
"qdp","","","Reserved for local use","réservée à l'usage local"
"qdq","","","Reserved for local use","réservée à l'usage local"
"qdr","","","Reserved for local use","réservée à l'usage local"
"qds","","","Reserved for local use","réservée à l'usage local"
"qdt","","","Reserved for local use","réservée à l'usage local"
"qdu","","","Reserved for local use","réservée à l'usage local"
"qdv","","","Reserved for local use","réservée à l'usage local"
"qdw","","","Reserved for local use","réservée à l'usage local"
"qdx","","","Reserved for local use","réservée à l'usage local"
"qdy","","","Reserved for local use","réservée à l'usage local"
"qdz","","","Reserved for local use","réservée à l'usage local"
"qea","","","Reserved for local use","réservée à l'usage local"
"qeb","","","Reserved for local use","réservée à l'usage local"
"qec","","","Reserved for local use","réservée à l'usage local"
"qed","","","Reserved for local use","réservée à l'usage local"
"qee","","","Reserved for local use","réservée à l'usage local"
"qef","","","Reserved for local use","réservée à l'usage local"
"qeg","","","Reserved for local use","réservée à l'usage local"
"qeh","","","Reserved for local use","réservée à l'usage local"
"qei","","","Reserved for local use","réservée à l'usage local"
"qej","","","Reserved for local use","réservée à l'usage local"
"qek","","","Reserved for local use","réservée à l'usage local"
"qel","","","Reserved for local use","réservée à l'usage local"
"qem","","","Reserved for local use","réservée à l'usage local"
"qen","","","Reserved for local use","réservée à l'usage local"
"qeo","","","Reserved for local use","réservée à l'usage local"
"qep","","","Reserved for local use","réservée à l'usage local"
"qeq","","","Reserved for local use","réservée à l'usage local"
"qer","","","Reserved for local use","réservée à l'usage local"
"qes","","","Reserved for local use","réservée à l'usage local"
"qet","","","Reserved for local use","réservée à l'usage local"
"qeu","","","Reserved for local use","réservée à l'usage local"
"qev","","","Reserved for local use","réservée à l'usage local"
"qew","","","Reserved for local use","réservée à l'usage local"
"qex","","","Reserved for local use","réservée à l'usage local"
"qey","","","Reserved for local use","réservée à l'usage local"
"qez","","","Reserved for local use","réservée à l'usage local"
"qfa","","","Reserved for local use","réservée à l'usage local"
"qfb","","","Reserved for local use","réservée à l'usage local"
"qfc","","","Reserved for local use","réservée à l'usage local"
"qfd","","","Reserved for local use","réservée à l'usage local"
"qfe","","","Reserved for local use","réservée à l'usage local"
"qff","","","Reserved for local use","réservée à l'usage local"
"qfg","","","Reserved for local use","réservée à l'usage local"
"qfh","","","Reserved for local use","réservée à l'usage local"
"qfi","","","Reserved for local use","réservée à l'usage local"
"qfj","","","Reserved for local use","réservée à l'usage local"
"qfk","","","Reserved for local use","réservée à l'usage local"
"qfl","","","Reserved for local use","réservée à l'usage local"
"qfm","","","Reserved for local use","réservée à l'usage local"
"qfn","","","Reserved for local use","réservée à l'usage local"
"qfo","","","Reserved for local use","réservée à l'usage local"
"qfp","","","Reserved for local use","réservée à l'usage local"
"qfq","","","Reserved for local use","réservée à l'usage local"
"qfr","","","Reserved for local use","réservée à l'usage local"
"qfs","","","Reserved for local use","réservée à l'usage local"
"qft","","","Reserved for local use","réservée à l'usage local"
"qfu","","","Reserved for local use","réservée à l'usage local"
"qfv","","","Reserved for local use","réservée à l'usage local"
"qfw","","","Reserved for local use","réservée à l'usage local"
"qfx","","","Reserved for local use","réservée à l'usage local"
"qfy","","","Reserved for local use","réservée à l'usage local"
"qfz","","","Reserved for local use","réservée à l'usage local"
"qga","","","Reserved for local use","réservée à l'usage local"
"qgb","","","Reserved for local use","réservée à l'usage local"
"qgc","","","Reserved for local use","réservée à l'usage local"
"qgd","","","Reserved for local use","réservée à l'usage local"
"qge","","","Reserved for local use","réservée à l'usage local"
"qgf","","","Reserved for local use","réservée à l'usage local"
"qgg","","","Reserved for local use","réservée à l'usage local"
"qgh","","","Reserved for local use","réservée à l'usage local"
"qgi","","","Reserved for local use","réservée à l'usage local"
"qgj","","","Reserved for local use","réservée à l'usage local"
"qgk","","","Reserved for local use","réservée à l'usage local"
"qgl","","","Reserved for local use","réservée à l'usage local"
"qgm","","","Reserved for local use","réservée à l'usage local"
"qgn","","","Reserved for local use","réservée à l'usage local"
"qgo","","","Reserved for local use","réservée à l'usage local"
"qgp","","","Reserved for local use","réservée à l'usage local"
"qgq","","","Reserved for local use","réservée à l'usage local"
"qgr","","","Reserved for local use","réservée à l'usage local"
"qgs","","","Reserved for local use","réservée à l'usage local"
"qgt","","","Reserved for local use","réservée à l'usage local"
"qgu","","","Reserved for local use","réservée à l'usage local"
"qgv","","","Reserved for local use","réservée à l'usage local"
"qgw","","","Reserved for local use","réservée à l'usage local"
"qgx","","","Reserved for local use","réservée à l'usage local"
"qgy","","","Reserved for local use","réservée à l'usage local"
"qgz","","","Reserved for local use","réservée à l'usage local"
"qha","","","Reserved for local use","réservée à l'usage local"
"qhb","","","Reserved for local use","réservée à l'usage local"
"qhc","","","Reserved for local use","réservée à l'usage local"
"qhd","","","Reserved for local use","réservée à l'usage local"
"qhe","","","Reserved for local use","réservée à l'usage local"
"qhf","","","Reserved for local use","réservée à l'usage local"
"qhg","","","Reserved for local use","réservée à l'usage local"
"qhh","","","Reserved for local use","réservée à l'usage local"
"qhi","","","Reserved for local use","réservée à l'usage local"
"qhj","","","Reserved for local use","réservée à l'usage local"
"qhk","","","Reserved for local use","réservée à l'usage local"
"qhl","","","Reserved for local use","réservée à l'usage local"
"qhm","","","Reserved for local use","réservée à l'usage local"
"qhn","","","Reserved for local use","réservée à l'usage local"
"qho","","","Reserved for local use","réservée à l'usage local"
"qhp","","","Reserved for local use","réservée à l'usage local"
"qhq","","","Reserved for local use","réservée à l'usage local"
"qhr","","","Reserved for local use","réservée à l'usage local"
"qhs","","","Reserved for local use","réservée à l'usage local"
"qht","","","Reserved for local use","réservée à l'usage local"
"qhu","","","Reserved for local use","réservée à l'usage local"
"qhv","","","Reserved for local use","réservée à l'usage local"
"qhw","","","Reserved for local use","réservée à l'usage local"
"qhx","","","Reserved for local use","réservée à l'usage local"
"qhy","","","Reserved for local use","réservée à l'usage local"
"qhz","","","Reserved for local use","réservée à l'usage local"
"qia","","","Reserved for local use","réservée à l'usage local"
"qib","","","Reserved for local use","réservée à l'usage local"
"qic","","","Reserved for local use","réservée à l'usage local"
"qid","","","Reserved for local use","réservée à l'usage local"
"qie","","","Reserved for local use","réservée à l'usage local"
"qif","","","Reserved for local use","réservée à l'usage local"
"qig","","","Reserved for local use","réservée à l'usage local"
"qih","","","Reserved for local use","réservée à l'usage local"
"qii","","","Reserved for local use","réservée à l'usage local"
"qij","","","Reserved for local use","réservée à l'usage local"
"qik","","","Reserved for local use","réservée à l'usage local"
"qil","","","Reserved for local use","réservée à l'usage local"
"qim","","","Reserved for local use","réservée à l'usage local"
"qin","","","Reserved for local use","réservée à l'usage local"
"qio","","","Reserved for local use","réservée à l'usage local"
"qip","","","Reserved for local use","réservée à l'usage local"
"qiq","","","Reserved for local use","réservée à l'usage local"
"qir","","","Reserved for local use","réservée à l'usage local"
"qis","","","Reserved for local use","réservée à l'usage local"
"qit","","","Reserved for local use","réservée à l'usage local"
"qiu","","","Reserved for local use","réservée à l'usage local"
"qiv","","","Reserved for local use","réservée à l'usage local"
"qiw","","","Reserved for local use","réservée à l'usage local"
"qix","","","Reserved for local use","réservée à l'usage local"
"qiy","","","Reserved for local use","réservée à l'usage local"
"qiz","","","Reserved for local use","réservée à l'usage local"
"qja","","","Reserved for local use","réservée à l'usage local"
"qjb","","","Reserved for local use","réservée à l'usage local"
"qjc","","","Reserved for local use","réservée à l'usage local"
"qjd","","","Reserved for local use","réservée à l'usage local"
"qje","","","Reserved for local use","réservée à l'usage local"
"qjf","","","Reserved for local use","réservée à l'usage local"
"qjg","","","Reserved for local use","réservée à l'usage local"
"qjh","","","Reserved for local use","réservée à l'usage local"
"qji","","","Reserved for local use","réservée à l'usage local"
"qjj","","","Reserved for local use","réservée à l'usage local"
"qjk","","","Reserved for local use","réservée à l'usage local"
"qjl","","","Reserved for local use","réservée à l'usage local"
"qjm","","","Reserved for local use","réservée à l'usage local"
"qjn","","","Reserved for local use","réservée à l'usage local"
"qjo","","","Reserved for local use","réservée à l'usage local"
"qjp","","","Reserved for local use","réservée à l'usage local"
"qjq","","","Reserved for local use","réservée à l'usage local"
"qjr","","","Reserved for local use","réservée à l'usage local"
"qjs","","","Reserved for local use","réservée à l'usage local"
"qjt","","","Reserved for local use","réservée à l'usage local"
"qju","","","Reserved for local use","réservée à l'usage local"
"qjv","","","Reserved for local use","réservée à l'usage local"
"qjw","","","Reserved for local use","réservée à l'usage local"
"qjx","","","Reserved for local use","réservée à l'usage local"
"qjy","","","Reserved for local use","réservée à l'usage local"
"qjz","","","Reserved for local use","réservée à l'usage local"
"qka","","","Reserved for local use","réservée à l'usage local"
"qkb","","","Reserved for local use","réservée à l'usage local"
"qkc","","","Reserved for local use","réservée à l'usage local"
"qkd","","","Reserved for local use","réservée à l'usage local"
"qke","","","Reserved for local use","réservée à l'usage local"
"qkf","","","Reserved for local use","réservée à l'usage local"
"qkg","","","Reserved for local use","réservée à l'usage local"
"qkh","","","Reserved for local use","réservée à l'usage local"
"qki","","","Reserved for local use","réservée à l'usage local"
"qkj","","","Reserved for local use","réservée à l'usage local"
"qkk","","","Reserved for local use","réservée à l'usage local"
"qkl","","","Reserved for local use","réservée à l'usage local"
"qkm","","","Reserved for local use","réservée à l'usage local"
"qkn","","","Reserved for local use","réservée à l'usage local"
"qko","","","Reserved for local use","réservée à l'usage local"
"qkp","","","Reserved for local use","réservée à l'usage local"
"qkq","","","Reserved for local use","réservée à l'usage local"
"qkr","","","Reserved for local use","réservée à l'usage local"
"qks","","","Reserved for local use","réservée à l'usage local"
"qkt","","","Reserved for local use","réservée à l'usage local"
"qku","","","Reserved for local use","réservée à l'usage local"
"qkv","","","Reserved for local use","réservée à l'usage local"
"qkw","","","Reserved for local use","réservée à l'usage local"
"qkx","","","Reserved for local use","réservée à l'usage local"
"qky","","","Reserved for local use","réservée à l'usage local"
"qkz","","","Reserved for local use","réservée à l'usage local"
"qla","","","Reserved for local use","réservée à l'usage local"
"qlb","","","Reserved for local use","réservée à l'usage local"
"qlc","","","Reserved for local use","réservée à l'usage local"
"qld","","","Reserved for local use","réservée à l'usage local"
"qle","","","Reserved for local use","réservée à l'usage local"
"qlf","","","Reserved for local use","réservée à l'usage local"
"qlg","","","Reserved for local use","réservée à l'usage local"
"qlh","","","Reserved for local use","réservée à l'usage local"
"qli","","","Reserved for local use","réservée à l'usage local"
"qlj","","","Reserved for local use","réservée à l'usage local"
"qlk","","","Reserved for local use","réservée à l'usage local"
"qll","","","Reserved for local use","réservée à l'usage local"
"qlm","","","Reserved for local use","réservée à l'usage local"
"qln","","","Reserved for local use","réservée à l'usage local"
"qlo","","","Reserved for local use","réservée à l'usage local"
"qlp","","","Reserved for local use","réservée à l'usage local"
"qlq","","","Reserved for local use","réservée à l'usage local"
"qlr","","","Reserved for local use","réservée à l'usage local"
"qls","","","Reserved for local use","réservée à l'usage local"
"qlt","","","Reserved for local use","réservée à l'usage local"
"qlu","","","Reserved for local use","réservée à l'usage local"
"qlv","","","Reserved for local use","réservée à l'usage local"
"qlw","","","Reserved for local use","réservée à l'usage local"
"qlx","","","Reserved for local use","réservée à l'usage local"
"qly","","","Reserved for local use","réservée à l'usage local"
"qlz","","","Reserved for local use","réservée à l'usage local"
"qma","","","Reserved for local use","réservée à l'usage local"
"qmb","","","Reserved for local use","réservée à l'usage local"
"qmc","","","Reserved for local use","réservée à l'usage local"
"qmd","","","Reserved for local use","réservée à l'usage local"
"qme","","","Reserved for local use","réservée à l'usage local"
"qmf","","","Reserved for local use","réservée à l'usage local"
"qmg","","","Reserved for local use","réservée à l'usage local"
"qmh","","","Reserved for local use","réservée à l'usage local"
"qmi","","","Reserved for local use","réservée à l'usage local"
"qmj","","","Reserved for local use","réservée à l'usage local"
"qmk","","","Reserved for local use","réservée à l'usage local"
"qml","","","Reserved for local use","réservée à l'usage local"
"qmm","","","Reserved for local use","réservée à l'usage local"
"qmn","","","Reserved for local use","réservée à l'usage local"
"qmo","","","Reserved for local use","réservée à l'usage local"
"qmp","","","Reserved for local use","réservée à l'usage local"
"qmq","","","Reserved for local use","réservée à l'usage local"
"qmr","","","Reserved for local use","réservée à l'usage local"
"qms","","","Reserved for local use","réservée à l'usage local"
"qmt","","","Reserved for local use","réservée à l'usage local"
"qmu","","","Reserved for local use","réservée à l'usage local"
"qmv","","","Reserved for local use","réservée à l'usage local"
"qmw","","","Reserved for local use","réservée à l'usage local"
"qmx","","","Reserved for local use","réservée à l'usage local"
"qmy","","","Reserved for local use","réservée à l'usage local"
"qmz","","","Reserved for local use","réservée à l'usage local"
"qna","","","Reserved for local use","réservée à l'usage local"
"qnb","","","Reserved for local use","réservée à l'usage local"
"qnc","","","Reserved for local use","réservée à l'usage local"
"qnd","","","Reserved for local use","réservée à l'usage local"
"qne","","","Reserved for local use","réservée à l'usage local"
"qnf","","","Reserved for local use","réservée à l'usage local"
"qng","","","Reserved for local use","réservée à l'usage local"
"qnh","","","Reserved for local use","réservée à l'usage local"
"qni","","","Reserved for local use","réservée à l'usage local"
"qnj","","","Reserved for local use","réservée à l'usage local"
"qnk","","","Reserved for local use","réservée à l'usage local"
"qnl","","","Reserved for local use","réservée à l'usage local"
"qnm","","","Reserved for local use","réservée à l'usage local"
"qnn","","","Reserved for local use","réservée à l'usage local"
"qno","","","Reserved for local use","réservée à l'usage local"
"qnp","","","Reserved for local use","réservée à l'usage local"
"qnq","","","Reserved for local use","réservée à l'usage local"
"qnr","","","Reserved for local use","réservée à l'usage local"
"qns","","","Reserved for local use","réservée à l'usage local"
"qnt","","","Reserved for local use","réservée à l'usage local"
"qnu","","","Reserved for local use","réservée à l'usage local"
"qnv","","","Reserved for local use","réservée à l'usage local"
"qnw","","","Reserved for local use","réservée à l'usage local"
"qnx","","","Reserved for local use","réservée à l'usage local"
"qny","","","Reserved for local use","réservée à l'usage local"
"qnz","","","Reserved for local use","réservée à l'usage local"
"qoa","","","Reserved for local use","réservée à l'usage local"
"qob","","","Reserved for local use","réservée à l'usage local"
"qoc","","","Reserved for local use","réservée à l'usage local"
"qod","","","Reserved for local use","réservée à l'usage local"
"qoe","","","Reserved for local use","réservée à l'usage local"
"qof","","","Reserved for local use","réservée à l'usage local"
"qog","","","Reserved for local use","réservée à l'usage local"
"qoh","","","Reserved for local use","réservée à l'usage local"
"qoi","","","Reserved for local use","réservée à l'usage local"
"qoj","","","Reserved for local use","réservée à l'usage local"
"qok","","","Reserved for local use","réservée à l'usage local"
"qol","","","Reserved for local use","réservée à l'usage local"
"qom","","","Reserved for local use","réservée à l'usage local"
"qon","","","Reserved for local use","réservée à l'usage local"
"qoo","","","Reserved for local use","réservée à l'usage local"
"qop","","","Reserved for local use","réservée à l'usage local"
"qoq","","","Reserved for local use","réservée à l'usage local"
"qor","","","Reserved for local use","réservée à l'usage local"
"qos","","","Reserved for local use","réservée à l'usage local"
"qot","","","Reserved for local use","réservée à l'usage local"
"qou","","","Reserved for local use","réservée à l'usage local"
"qov","","","Reserved for local use","réservée à l'usage local"
"qow","","","Reserved for local use","réservée à l'usage local"
"qox","","","Reserved for local use","réservée à l'usage local"
"qoy","","","Reserved for local use","réservée à l'usage local"
"qoz","","","Reserved for local use","réservée à l'usage local"
"qpa","","","Reserved for local use","réservée à l'usage local"
"qpb","","","Reserved for local use","réservée à l'usage local"
"qpc","","","Reserved for local use","réservée à l'usage local"
"qpd","","","Reserved for local use","réservée à l'usage local"
"qpe","","","Reserved for local use","réservée à l'usage local"
"qpf","","","Reserved for local use","réservée à l'usage local"
"qpg","","","Reserved for local use","réservée à l'usage local"
"qph","","","Reserved for local use","réservée à l'usage local"
"qpi","","","Reserved for local use","réservée à l'usage local"
"qpj","","","Reserved for local use","réservée à l'usage local"
"qpk","","","Reserved for local use","réservée à l'usage local"
"qpl","","","Reserved for local use","réservée à l'usage local"
"qpm","","","Reserved for local use","réservée à l'usage local"
"qpn","","","Reserved for local use","réservée à l'usage local"
"qpo","","","Reserved for local use","réservée à l'usage local"
"qpp","","","Reserved for local use","réservée à l'usage local"
"qpq","","","Reserved for local use","réservée à l'usage local"
"qpr","","","Reserved for local use","réservée à l'usage local"
"qps","","","Reserved for local use","réservée à l'usage local"
"qpt","","","Reserved for local use","réservée à l'usage local"
"qpu","","","Reserved for local use","réservée à l'usage local"
"qpv","","","Reserved for local use","réservée à l'usage local"
"qpw","","","Reserved for local use","réservée à l'usage local"
"qpx","","","Reserved for local use","réservée à l'usage local"
"qpy","","","Reserved for local use","réservée à l'usage local"
"qpz","","","Reserved for local use","réservée à l'usage local"
"qqa","","","Reserved for local use","réservée à l'usage local"
"qqb","","","Reserved for local use","réservée à l'usage local"
"qqc","","","Reserved for local use","réservée à l'usage local"
"qqd","","","Reserved for local use","réservée à l'usage local"
"qqe","","","Reserved for local use","réservée à l'usage local"
"qqf","","","Reserved for local use","réservée à l'usage local"
"qqg","","","Reserved for local use","réservée à l'usage local"
"qqh","","","Reserved for local use","réservée à l'usage local"
"qqi","","","Reserved for local use","réservée à l'usage local"
"qqj","","","Reserved for local use","réservée à l'usage local"
"qqk","","","Reserved for local use","réservée à l'usage local"
"qql","","","Reserved for local use","réservée à l'usage local"
"qqm","","","Reserved for local use","réservée à l'usage local"
"qqn","","","Reserved for local use","réservée à l'usage local"
"qqo","","","Reserved for local use","réservée à l'usage local"
"qqp","","","Reserved for local use","réservée à l'usage local"
"qqq","","","Reserved for local use","réservée à l'usage local"
"qqr","","","Reserved for local use","réservée à l'usage local"
"qqs","","","Reserved for local use","réservée à l'usage local"
"qqt","","","Reserved for local use","réservée à l'usage local"
"qqu","","","Reserved for local use","réservée à l'usage local"
"qqv","","","Reserved for local use","réservée à l'usage local"
"qqw","","","Reserved for local use","réservée à l'usage local"
"qqx","","","Reserved for local use","réservée à l'usage local"
"qqy","","","Reserved for local use","réservée à l'usage local"
"qqz","","","Reserved for local use","réservée à l'usage local"
"qra","","","Reserved for local use","réservée à l'usage local"
"qrb","","","Reserved for local use","réservée à l'usage local"
"qrc","","","Reserved for local use","réservée à l'usage local"
"qrd","","","Reserved for local use","réservée à l'usage local"
"qre","","","Reserved for local use","réservée à l'usage local"
"qrf","","","Reserved for local use","réservée à l'usage local"
"qrg","","","Reserved for local use","réservée à l'usage local"
"qrh","","","Reserved for local use","réservée à l'usage local"
"qri","","","Reserved for local use","réservée à l'usage local"
"qrj","","","Reserved for local use","réservée à l'usage local"
"qrk","","","Reserved for local use","réservée à l'usage local"
"qrl","","","Reserved for local use","réservée à l'usage local"
"qrm","","","Reserved for local use","réservée à l'usage local"
"qrn","","","Reserved for local use","réservée à l'usage local"
"qro","","","Reserved for local use","réservée à l'usage local"
"qrp","","","Reserved for local use","réservée à l'usage local"
"qrq","","","Reserved for local use","réservée à l'usage local"
"qrr","","","Reserved for local use","réservée à l'usage local"
"qrs","","","Reserved for local use","réservée à l'usage local"
"qrt","","","Reserved for local use","réservée à l'usage local"
"qru","","","Reserved for local use","réservée à l'usage local"
"qrv","","","Reserved for local use","réservée à l'usage local"
"qrw","","","Reserved for local use","réservée à l'usage local"
"qrx","","","Reserved for local use","réservée à l'usage local"
"qry","","","Reserved for local use","réservée à l'usage local"
"qrz","","","Reserved for local use","réservée à l'usage local"
"qsa","","","Reserved for local use","réservée à l'usage local"
"qsb","","","Reserved for local use","réservée à l'usage local"
"qsc","","","Reserved for local use","réservée à l'usage local"
"qsd","","","Reserved for local use","réservée à l'usage local"
"qse","","","Reserved for local use","réservée à l'usage local"
"qsf","","","Reserved for local use","réservée à l'usage local"
"qsg","","","Reserved for local use","réservée à l'usage local"
"qsh","","","Reserved for local use","réservée à l'usage local"
"qsi","","","Reserved for local use","réservée à l'usage local"
"qsj","","","Reserved for local use","réservée à l'usage local"
"qsk","","","Reserved for local use","réservée à l'usage local"
"qsl","","","Reserved for local use","réservée à l'usage local"
"qsm","","","Reserved for local use","réservée à l'usage local"
"qsn","","","Reserved for local use","réservée à l'usage local"
"qso","","","Reserved for local use","réservée à l'usage local"
"qsp","","","Reserved for local use","réservée à l'usage local"
"qsq","","","Reserved for local use","réservée à l'usage local"
"qsr","","","Reserved for local use","réservée à l'usage local"
"qss","","","Reserved for local use","réservée à l'usage local"
"qst","","","Reserved for local use","réservée à l'usage local"
"qsu","","","Reserved for local use","réservée à l'usage local"
"qsv","","","Reserved for local use","réservée à l'usage local"
"qsw","","","Reserved for local use","réservée à l'usage local"
"qsx","","","Reserved for local use","réservée à l'usage local"
"qsy","","","Reserved for local use","réservée à l'usage local"
"qsz","","","Reserved for local use","réservée à l'usage local"
"qta","","","Reserved for local use","réservée à l'usage local"
"qtb","","","Reserved for local use","réservée à l'usage local"
"qtc","","","Reserved for local use","réservée à l'usage local"
"qtd","","","Reserved for local use","réservée à l'usage local"
"qte","","","Reserved for local use","réservée à l'usage local"
"qtf","","","Reserved for local use","réservée à l'usage local"
"qtg","","","Reserved for local use","réservée à l'usage local"
"qth","","","Reserved for local use","réservée à l'usage local"
"qti","","","Reserved for local use","réservée à l'usage local"
"qtj","","","Reserved for local use","réservée à l'usage local"
"qtk","","","Reserved for local use","réservée à l'usage local"
"qtl","","","Reserved for local use","réservée à l'usage local"
"qtm","","","Reserved for local use","réservée à l'usage local"
"qtn","","","Reserved for local use","réservée à l'usage local"
"qto","","","Reserved for local use","réservée à l'usage local"
"qtp","","","Reserved for local use","réservée à l'usage local"
"qtq","","","Reserved for local use","réservée à l'usage local"
"qtr","","","Reserved for local use","réservée à l'usage local"
"qts","","","Reserved for local use","réservée à l'usage local"
"qtt","","","Reserved for local use","réservée à l'usage local"
"qtu","","","Reserved for local use","réservée à l'usage local"
"qtv","","","Reserved for local use","réservée à l'usage local"
"qtw","","","Reserved for local use","réservée à l'usage local"
"qtx","","","Reserved for local use","réservée à l'usage local"
"qty","","","Reserved for local use","réservée à l'usage local"
"qtz","","","Reserved for local use","réservée à l'usage local"